FID,id1,aa,company,a_m,thesh,kal_dhmos,kal_dhm_enothta,kal_perif_enothta,kal_perifereia,epo,power_mw,katastash_code,katastash_descr,paratiriseis,imerominia,imerominia_ekdosis_adeias,geometry
V_SDI_R_AIOLIKA13.35173,35173,Γ-00995,ΑΙΟΛΙΚΗ ΑΔΕΡΕΣ ΑΕ,ΑΔ-00896,ΣΩΡΟΣ,"ΕΡΜΙΟΝΙΔΑΣ,ΤΡΟΙΖΗΝΙΑΣ - ΜΕΘΑΝΩΝ","ΕΡΜΙΟΝΗΣ,ΤΡΟΙΖΗΝΟΣ","ΑΡΓΟΛΙΔΑΣ,ΝΗΣΩΝ","ΠΕΛΟΠΟΝΝΗΣΟΥ,ΑΤΤΙΚΗΣ",ΝΑΙ,9,1.3,ΑΔΕΙΑ ΛΕΙΤΟΥΡΓΙΑΣ,ΕΠΟ,2005-05-31,2006-02-10,"MULTIPOLYGON (((23.307154094265965 37.49234897123472, 23.304795058661433 37.492350886676, 23.304795535731525 37.49395925162288, 23.305143839152418 37.49426478393848, 23.30461734010532 37.49480402596789, 23.30301236459293 37.49366842639201, 23.301474443124796 37.4950795037125, 23.3009013883491 37.494590288651075, 23.29855122037176 37.49459213157753, 23.29772963398319 37.49338043882401, 23.29628174261161 37.494264966611475, 23.297541001034983 37.49536750558872, 23.298552928738033 37.49607864079469, 23.299328770563314 37.49627000359897, 23.300581559112047 37.49621874960035, 23.300714703899164 37.49539426577331, 23.3020270390143 37.495409687867564, 23.302898593842247 37.49602630678551, 23.30445945387807 37.495788267538835, 23.304556845610062 37.49547210797747, 23.30499397026869 37.49498290605676, 23.305408082233072 37.494620476673845, 23.30566480697989 37.494383309355186, 23.305854056936756 37.49428617474602, 23.306151485427993 37.49412432762897, 23.306435288643186 37.49383323686007, 23.306786854555554 37.493725245892705, 23.30727378367561 37.493670956684404, 23.307154094265965 37.49234897123472)))"
V_SDI_R_AIOLIKA13.35246,35246,Γ-01288,ΠΑΥΛΙΔΗΣ ΑΕ ΜΑΡΜΑΡΑ - ΓΡΑΝΙΤΕΣ,ΑΔ-03340,ΜΑΥΡΟΠΑΙΔΙ Δ.Δ ΚΙΜΜΕΡΙΩΝ,ΜΥΚΗΣ,ΜΥΚΗΣ,ΞΑΝΘΗΣ,ΑΝ. ΜΑΚΕΔΟΝΙΑΣ & ΘΡΑΚΗΣ,ΝΑΙ,6,1.3,ΑΔΕΙΑ ΛΕΙΤΟΥΡΓΙΑΣ,ΕΠΟ,2005-12-30,2013-08-29,"MULTIPOLYGON (((24.97691337747225 41.190253656020246, 24.98534008869959 41.18608991434072, 24.983429344973953 41.18406726256085, 24.97503484445024 41.18827118146772, 24.97691337747225 41.190253656020246)))"
V_SDI_R_AIOLIKA13.35259,35259,Γ-00033,ΤΕΡΝΑ ΕΝΕΡΓΕΙΑΚΗ ΑΒΕΤΕ,ΑΔ-00385,ΛΟΥΖΕΣ/ΑΓΚΑΘΑΚΙ/ΡΙΓΑΝΙ,ΝΑΥΠΑΚΤΙΑΣ,ΝΑΥΠΑΚΤΟΥ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,ΝΑΙ,26,1.3,ΑΔΕΙΑ ΛΕΙΤΟΥΡΓΙΑΣ,ΕΠΟ,2001-08-21,2002-12-03,"MULTIPOLYGON (((21.79011366416853 38.44138772826586, 21.78835762054225 38.44374239995907, 21.79048424976433 38.444638548029566, 21.78863679960376 38.446982486965645, 21.786289489759003 38.449181788202054, 21.781573995713046 38.45125510985207, 21.7830525734926 38.453112262173924, 21.791059803235797 38.44830772033376, 21.791646546515786 38.44447124572725, 21.79365852768034 38.44198618582802, 21.79011366416853 38.44138772826586)), ((21.793685183997667 38.434715109857194, 21.793527768329653 38.43536990989757, 21.79470954808154 38.43681584840145, 21.79484423207231 38.43502526488152, 21.793685183997667 38.434715109857194)), ((21.792491509123895 38.43441327730161, 21.792262880022342 38.43815739673509, 21.793101395261047 38.43846155150136, 21.793831502560504 38.43818695296806, 21.792994655567213 38.434819227226, 21.792491509123895 38.43441327730161)), ((21.802256526983143 38.43161437521898, 21.795570836275516 38.43787729658018, 21.795536313848487 38.439011988374475, 21.796680657945505 38.43980843616766, 21.80392993156897 38.432718029822304, 21.802256526983143 38.43161437521898)))"
V_SDI_R_AIOLIKA13.35260,35260,Β-00299,ΑΙΟΛΙΚΗ ΖΑΡΑΚΑ ΡΑΧΗ ΓΚΙΩΝΗ ΑΕ,ΑΔ-00195,ΜΟΥΝΤΖΟΥΡΙ ΚΟΥΠΙΩΝ,ΜΟΝΕΜΒΑΣΙΑΣ,ΜΟΛΑΩΝ,ΛΑΚΩΝΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΝΑΙ,5.1,1.3,ΑΔΕΙΑ ΛΕΙΤΟΥΡΓΙΑΣ,ΕΠΟ,2001-02-19,2001-12-04,"MULTIPOLYGON (((22.93484732071557 36.837161281649486, 22.931110614324076 36.836199011555976, 22.930127215618707 36.83866609463233, 22.92942276043925 36.839646707700986, 22.928389291233383 36.84089168476889, 22.927643497807733 36.842043345767976, 22.92575410660729 36.844508784168134, 22.929095395766844 36.846162835902206, 22.9310589736313 36.84360043311558, 22.931771738943453 36.84249970861287, 22.932757435135258 36.84131221657195, 22.933735699013464 36.839950368837975, 22.93484732071557 36.837161281649486)))"
V_SDI_R_AIOLIKA13.35270,35270,Γ-00506,ΑΙΟΛΙΚΗ ΜΟΥΣΟΥΡΩΝ ΑΕ,ΑΔ-00744,ΣΤΡΟΓΓΥΛΗ  ΚΟΡΥΦΗ,"ΚΑΝΤΑΝΟΥ - ΣΕΛΙΝΟΥ,ΠΛΑΤΑΝΙΑ","ΑΝΑΤΟΛΙΚΟΥ ΣΕΛΙΝΟΥ,ΒΟΥΚΟΛΙΩΝ,ΚΑΝΤΑΝΟΥ (ΚΑΝΔΑΝΟΥ),ΜΟΥΣΟΥΡΩΝ",ΧΑΝΙΩΝ,ΚΡΗΤΗΣ,ΝΑΙ,2.55,1.3,ΑΔΕΙΑ ΛΕΙΤΟΥΡΓΙΑΣ,ΕΠΟ,2003-05-12,2004-06-30,"MULTIPOLYGON (((23.79713757849281 35.367549931660484, 23.799130416252147 35.36739997391207, 23.801971394183585 35.36252654503218, 23.80557956596655 35.363470156120115, 23.805736392477097 35.36233428435868, 23.801610863731955 35.361416880330054, 23.800155599441126 35.362352235999865, 23.79814323955654 35.36597366688725, 23.79713757849281 35.367549931660484)))"
V_SDI_R_AIOLIKA13.35299,35299,Β-00324,ΕΝΕΡΓΕΙΑΚΗ ΦΕΡΡΩΝ ΕΒΡΟΥ ΑΕ,ΑΔ-00263,ΧΥΛΟΣ,ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,ΦΕΡΩΝ,ΕΒΡΟΥ,ΑΝ. ΜΑΚΕΔΟΝΙΑΣ & ΘΡΑΚΗΣ,ΝΑΙ,11.7,1.3,ΑΔΕΙΑ ΛΕΙΤΟΥΡΓΙΑΣ,ΕΠΟ,2001-02-19,2001-12-27,"MULTIPOLYGON (((26.101091790297286 40.96693693764867, 26.09848040614669 40.96802053848005, 26.09931417750144 40.969100149394755, 26.101213069420933 40.96815243878602, 26.103589156477543 40.968194652743676, 26.103705335328275 40.96693384707317, 26.101091790297286 40.96693693764867)), ((26.09965359319432 40.96068029764194, 26.09574202052006 40.96496203066954, 26.092888548741026 40.96370453746119, 26.091939926554783 40.96460605435654, 26.095328527138644 40.966133114975456, 26.093966199487003 40.968115683192934, 26.091830371839233 40.969468747988806, 26.092782426573333 40.97032315767912, 26.09515595233842 40.96901483333779, 26.098000542199987 40.96567984944767, 26.097465069794882 40.96523022261453, 26.101080405909812 40.96135399369035, 26.09965359319432 40.96068029764194)))"
V_SDI_R_AIOLIKA13.35338,35338,Ι-106328,ΔΕΗ ΑΝΑΝΕΩΣΙΜΕΣ ΑΕ,ΑΔ-01136,ΜΑΡΜΑΡΙ,ΚΑΡΥΣΤΟΥ,"ΚΑΡΥΣΤΟΥ,ΜΑΡΜΑΡΙΟΥ",ΕΥΒΟΙΑΣ,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΝΑΙ,4.83,1.3,ΑΔΕΙΑ ΛΕΙΤΟΥΡΓΙΑΣ,ΕΠΟ,2008-03-05,1992-12-31,"MULTIPOLYGON (((24.33859080908677 38.04922372423842, 24.338050456243906 38.04944618152476, 24.337363333189973 38.04952665629649, 24.336327111837434 38.050530399954525, 24.336122557342655 38.05081164166875, 24.33604317890328 38.05127422207682, 24.33471408283622 38.05164753598267, 24.334715023435365 38.05185410525184, 24.33472259056655 38.05221432281359, 24.33563174517295 38.05197830082945, 24.335135693897456 38.05287423009414, 24.334785569915784 38.053054040373965, 24.33478272907749 38.05298086505021, 24.334260307835653 38.052768839908886, 24.334130724295633 38.052921703780136, 24.334002740829366 38.05307564448781, 24.33373520333106 38.05339608602596, 24.333179692805466 38.053955820416824, 24.33328325067774 38.05404511345293, 24.333075581996024 38.05419720608383, 24.332491492027742 38.05383375364078, 24.33076590773617 38.054891849603564, 24.328829819126412 38.05566083991663, 24.328056636312418 38.056649984437996, 24.328241157210055 38.05687487777307, 24.32842185532792 38.05706030572673, 24.329359963481863 38.056018152686356, 24.329477642140407 38.055952300361554, 24.329804270292495 38.05583935619905, 24.329889823565235 38.05582848112477, 24.33012831811479 38.05576120752242, 24.330992034163295 38.055597180530604, 24.33133246234045 38.055588019945525, 24.331391513294353 38.055589656043026, 24.331406235882476 38.055517963315616, 24.33179650915527 38.054885250115895, 24.333894949287345 38.05413683972467, 24.33477826653602 38.05325234135307, 24.334783233702478 38.0531166855394, 24.3351857773813 38.05290941723136, 24.33571950755805 38.051953175083405, 24.336316226368023 38.05181321412308, 24.33716820315203 38.05114058654822, 24.336814015336333 38.05087833974504, 24.33669987879681 38.05071896096125, 24.336962686164036 38.050465580908266, 24.337192763975253 38.05023338395008, 24.337607777498924 38.049941892532, 24.337713895415714 38.04986903518668, 24.337768300774812 38.04990240627993, 24.337873187076237 38.049859204243496, 24.337989398851228 38.04984994758286, 24.33821723051166 38.04977475699381, 24.33826004068152 38.04969081534333, 24.33823364803392 38.04960247629866, 24.33836889458874 38.04951926002808, 24.338385635811047 38.0494421529126, 24.338519262783493 38.049378588903515, 24.33863345525104 38.04930228263219, 24.33859080908677 38.04922372423842)), ((24.357206274163385 38.03967731606277, 24.355880797978735 38.03969692767691, 24.3504693804731 38.040064319788776, 24.347317768717147 38.03988305240487, 24.346004777113535 38.03991747697708, 24.345061476791713 38.040196490123904, 24.345363982617464 38.040815138524614, 24.345887221263293 38.040873084522, 24.346785300400267 38.040911537155324, 24.34906498405677 38.041105504935814, 24.35062765754004 38.04151958740057, 24.350833249088993 38.04161604140606, 24.351222748934816 38.04161136351475, 24.351458167881788 38.041558115675805, 24.352028271839224 38.04142915004205, 24.352340352438375 38.041440292287994, 24.35286248541986 38.041408263291565, 24.353006687744692 38.040704565536416, 24.35335914028 38.04069882014645, 24.355430999014125 38.04059235318722, 24.356189761732438 38.04054823776602, 24.35723804620733 38.04051720786632, 24.357206274163385 38.03967731606277)))"
V_SDI_R_AIOLIKA13.35364,35364,Γ-03911,VOLTERRA K-R ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ ΠΑΡΑΓΩΓΗΣ ΚΑΙ ΕΜΠΟΡΙΑΣ ΕΝΕΡΓΕΙΑΣ (δ.τ. VOLTERRA K-R ΑΕ),ΑΔ-02249,ΚΟΥΡΟΜΑΝΤΡΙ,ΝΑΥΠΑΚΤΙΑΣ,ΧΑΛΚΕΙΑΣ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,ΝΑΙ,8,1.3,ΑΔΕΙΑ ΛΕΙΤΟΥΡΓΙΑΣ,ΕΠΟ,2009-06-09,2010-10-27,"MULTIPOLYGON (((21.690078186688815 38.38977890282775, 21.691332944843886 38.392046361692465, 21.6931339618298 38.393267625244285, 21.694456127412284 38.39489572767831, 21.696074622927746 38.39638817719503, 21.697073406030423 38.39738636033436, 21.69987321920915 38.395822161163295, 21.697255866429 38.39333248971403, 21.695819473076273 38.39158683657542, 21.69385729739221 38.39021286677269, 21.693187830558568 38.38861923499129, 21.690078186688815 38.38977890282775)))"
V_SDI_R_AIOLIKA13.35393,35393,Ι-111259,ΔΕΗ ΑΝΑΝΕΩΣΙΜΕΣ ΑΕ,ΑΔ-01135,ΠΟΤΑΜΙΑ,ΧΙΟΥ,ΑΜΑΝΗΣ,ΧΙΟΥ,ΒΟΡΕΙΟΥ ΑΙΓΑΙΟΥ,ΝΑΙ,0.9,1.3,ΑΔΕΙΑ ΛΕΙΤΟΥΡΓΙΑΣ,ΕΠΟ,2008-03-05,1992-12-31,"MULTIPOLYGON (((25.959833343490274 38.54231756796499, 25.959700970632472 38.542377814115966, 25.95896486538543 38.54280148085141, 25.958409436537494 38.54293251205722, 25.95812370448077 38.54337080352194, 25.957048260938446 38.543957824425235, 25.9563889944319 38.54416122722283, 25.955771057226713 38.54483574262644, 25.956229008956406 38.544697342245556, 25.956406340558953 38.54462769808682, 25.956551342921173 38.54455904464522, 25.95660407094134 38.544548701828255, 25.95666521259737 38.54455245543661, 25.956775398124638 38.54457503267841, 25.95696019940705 38.5445862701254, 25.957163996381052 38.544570247269085, 25.957238269665005 38.54452512253421, 25.957284954699816 38.54446117594679, 25.95732215494145 38.54439441438558, 25.957462565819725 38.544008385227286, 25.957490076898164 38.54397359387174, 25.957532057966358 38.543951986630454, 25.957596973498884 38.54393837585314, 25.957658077465332 38.543919602513604, 25.957708432532236 38.5438894750776, 25.95777557815028 38.543873484085616, 25.957855990494934 38.54386015459769, 25.95793995052775 38.543842260294745, 25.958108891895808 38.5437764483748, 25.958186794698086 38.543734055679884, 25.958246950653947 38.54368880606995, 25.958314095049268 38.54364740426475, 25.95839433292132 38.54361073929176, 25.958530941668744 38.543588088966224, 25.958604442563406 38.54355685297001, 25.95870027061153 38.54354083201389, 25.95878175834059 38.543524870758276, 25.958876414291886 38.54349102784146, 25.958943506050062 38.54343079393622, 25.95919909397258 38.54315024400235, 25.959251794473925 38.543105118679904, 25.95932133362328 38.54305899058739, 25.959493876408736 38.542910397029495, 25.95969666136973 38.54278121079183, 25.959775812107242 38.54275105087812, 25.959826089201528 38.54270966031607, 25.959969024732615 38.54263698242178, 25.96007562317227 38.54260780440612, 25.960183470532176 38.54257391974905, 25.960265272035926 38.54256534109186, 25.960356254517052 38.54258219934676, 25.960500121749305 38.542628357972774, 25.960656030262914 38.54270387021182, 25.96084555637912 38.54279206495255, 25.960852298796564 38.54276573049975, 25.96075338812261 38.542710439126644, 25.960689665194494 38.5426538373485, 25.96063259531664 38.54261829952282, 25.960568827782485 38.542585396890374, 25.960463283706705 38.54253931731254, 25.960329077328964 38.54250245819762, 25.960152975117996 38.54249450445356, 25.9600199299864 38.542491956775635, 25.959970699955953 38.54244934899959, 25.959833343490274 38.54231756796499)), ((25.964944904736758 38.536962787442285, 25.96370082720285 38.538181745265604, 25.96429070955356 38.5385007424556, 25.964889393284174 38.537873992937236, 25.964970392854774 38.5375663552133, 25.96505953760793 38.53758333083142, 25.965384040819007 38.53729890731064, 25.964944904736758 38.536962787442285)))"
V_SDI_R_AIOLIKA13.35531,35531,Γ-00867,ΑΝΑΝΕΩΣΙΜΕΣ ΕΝΕΡΓΕΙΑΚΕΣ ΠΗΓΕΣ ΜΕΤΣΟΒΟΥ ΕΠΕ,ΑΔ-00933,ΒΑΡΙΚΟ,ΜΕΤΣΟΒΟΥ,ΜΕΤΣΟΒΟΥ,ΙΩΑΝΝΙΝΩΝ,ΗΠΕΙΡΟΥ,ΝΑΙ,3,1.3,ΑΔΕΙΑ ΛΕΙΤΟΥΡΓΙΑΣ,ΕΠΟ,2005-03-16,2006-05-12,"MULTIPOLYGON (((21.197592101177417 39.81112377534623, 21.200347133431734 39.81029852976658, 21.1979380096912 39.80577232689326, 21.1987601297889 39.80307174862741, 21.195894339154428 39.80260612560015, 21.194829563176274 39.80581427295572, 21.197592101177417 39.81112377534623)))"
V_SDI_R_AIOLIKA13.35543,35543,Β-00339,ΕΝΕΡΓΕΙΑΚΗ ΠΥΡΓΑΡΙΟΥ ΕΥΒΟΙΑΣ ΑΕ,ΑΔ-00243,ΠΥΡΓΑΡΙ,ΚΥΜΗΣ - ΑΛΙΒΕΡΙΟΥ,ΔΥΣΤΥΩΝ,ΕΥΒΟΙΑΣ,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΝΑΙ,6.75,1.3,ΑΔΕΙΑ ΛΕΙΤΟΥΡΓΙΑΣ,ΕΠΟ,2001-02-19,2001-12-27,"MULTIPOLYGON (((24.20823216363252 38.347371046815816, 24.19521720315717 38.34790262960228, 24.191787975773853 38.35115271695209, 24.195074711393243 38.352377474385605, 24.199432226150382 38.349634911782076, 24.21376566770102 38.35060101295879, 24.214532237931945 38.34858987025123, 24.210010784237184 38.347845527240175, 24.20823216363252 38.347371046815816)))"
V_SDI_R_AIOLIKA13.35550,35550,Γ-00030Β,ΑΕΙΦΟΡΙΚΗ ΔΩΔΕΚΑΝΗΣΟΥ Α.Ε.,ΑΔ-00334,ΚΟΚΚΙΝΟΣ ΚΑΒΟΣ,ΠΑΤΜΟΥ,ΠΑΤΜΟΥ,ΚΑΛΥΜΝΟΥ,ΝΟΤΙΟΥ ΑΙΓΑΙΟΥ,ΝΑΙ,1.2,1.3,ΑΔΕΙΑ ΛΕΙΤΟΥΡΓΙΑΣ,ΕΠΟ,2001-07-25,2002-07-18,"MULTIPOLYGON (((26.571622709023085 37.37568134265264, 26.57528920502593 37.37657474441911, 26.57562797541912 37.37558512019135, 26.572019479090784 37.374735523102935, 26.571622709023085 37.37568134265264)))"
V_SDI_R_AIOLIKA13.35565,35565,Γ-03846,ΑΙΟΛΙΚΟ ΠΑΡΚΟ ΚΑΤΩ ΛΑΚΩΜΑΤΑ Α.Ε.,ΑΔ-03138,ΜΙΚΡΟΒΟΥΝΟ,ΔΩΡΙΔΟΣ,ΤΟΛΟΦΩΝΟΣ,ΦΩΚΙΔΑΣ,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΝΑΙ,9.6,1.3,ΑΔΕΙΑ ΛΕΙΤΟΥΡΓΙΑΣ,ΕΠΟ,2009-04-10,2012-03-15,"MULTIPOLYGON (((22.145044759221424 38.39036182354712, 22.147974388848237 38.39490472755861, 22.156985375656348 38.39130715572237, 22.161831595139503 38.38576029274354, 22.158929055144007 38.38419184158472, 22.145044759221424 38.39036182354712)))"
V_SDI_R_AIOLIKA13.35584,35584,00045,ΟΡΓΑΝΙΣΜΟΣ ΑΝΑΠΤΥΞΗΣ ΣΗΤΕΙΑΣ ΑΕ,ΑΔ-00085,ΚΑΜΙΝΑΚΙΑ ΧΟΡΔΑΚΙ,ΣΗΤΕΙΑΣ,ΛΕΥΚΗΣ,ΛΑΣΙΘΙΟΥ,ΚΡΗΤΗΣ,ΝΑΙ,0.5,1.3,ΑΔΕΙΑ ΛΕΙΤΟΥΡΓΙΑΣ,ΕΠΟ,2001-02-08,2001-07-16,"MULTIPOLYGON (((26.197895387077846 35.07929211776325, 26.19926331308019 35.0783430878409, 26.19871322186416 35.0777131795831, 26.199531476472078 35.0762694539381, 26.195309073786834 35.07664132296379, 26.195668448602905 35.07939963561538, 26.197895387077846 35.07929211776325)))"
V_SDI_R_AIOLIKA13.35636,35636,Γ-04970,ARINOMARIO LIMITED,ΑΔ-03464,ΠΡΟΦΗΤΗΣ ΗΛΙΑΣ,ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,ΕΒΡΟΥ,ΑΝ. ΜΑΚΕΔΟΝΙΑΣ & ΘΡΑΚΗΣ,ΝΑΙ,14.4,1.3,ΑΔΕΙΑ ΛΕΙΤΟΥΡΓΙΑΣ,ΕΠΟ,2011-02-08,2015-02-05,"MULTIPOLYGON (((25.980349266610748 41.04038984534735, 25.984992574077875 41.04288604227204, 25.99035957598518 41.03977598656719, 25.9961473251048 41.03525324624512, 25.990444744281994 41.03075817203715, 25.984651303135585 41.03588419924323, 25.980349266610748 41.04038984534735)))"
V_SDI_R_AIOLIKA13.35969,35969,00225,ΔΙΕΘΝΗΣ ΑΙΟΛΙΚΗ ΑΤΕΒΕ,ΑΔ-00041,ΗΛΙΟΛΟΥΣΤΗ,ΚΑΡΥΣΤΟΥ,ΣΤΥΡΕΩΝ,ΕΥΒΟΙΑΣ,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΝΑΙ,7.4,1.3,ΑΔΕΙΑ ΛΕΙΤΟΥΡΓΙΑΣ,ΕΠΟ,2001-02-19,2001-06-18,"MULTIPOLYGON (((24.247189475450632 38.11857822390299, 24.245688066851788 38.11900037230988, 24.242722906074473 38.11903982876643, 24.2427188024278 38.120391228859496, 24.246767277920494 38.12039884328274, 24.248039734156293 38.12027585785847, 24.247189475450632 38.11857822390299)), ((24.25363799048289 38.11701196400307, 24.249649445620136 38.11788659608844, 24.25029445906189 38.12005851545068, 24.25440345516997 38.11966002609688, 24.25363799048289 38.11701196400307)), ((24.26019465546449 38.110602865494606, 24.256814730443935 38.116272819308044, 24.25564203614294 38.116514045946005, 24.256465632897847 38.11896550713061, 24.257892584250015 38.11821174892588, 24.26247331467281 38.11128253311784, 24.26019465546449 38.110602865494606)))"
V_SDI_R_AIOLIKA13.36060,36060,00226,ΔΙΕΘΝΗΣ ΑΙΟΛΙΚΗ ΑΤΕΒΕ,ΑΔ-00444,ΗΛΙΟΛΟΥΣΤΗ-ΒΡΕΘΕΛΑ,ΚΑΡΥΣΤΟΥ,"ΜΑΡΜΑΡΙΟΥ,ΣΤΥΡΕΩΝ",ΕΥΒΟΙΑΣ,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΝΑΙ,9,1.3,ΑΔΕΙΑ ΛΕΙΤΟΥΡΓΙΑΣ,ΕΠΟ,2001-02-19,2003-02-11,"MULTIPOLYGON (((24.249649445620136 38.11788659608844, 24.247189475450632 38.11857822390299, 24.248039734156293 38.12027585785847, 24.25029445906189 38.12005851545068, 24.249649445620136 38.11788659608844)), ((24.25564203614294 38.116514045946005, 24.25363799048289 38.11701196400307, 24.25440345516997 38.11966002609688, 24.256465632897847 38.11896550713061, 24.25564203614294 38.116514045946005)), ((24.278953481304143 38.099216066469864, 24.278097313976502 38.09960756615853, 24.27652060338887 38.100571921871826, 24.274943311384487 38.101392162474326, 24.273182737556546 38.10197264938956, 24.271178110514793 38.102313514688284, 24.268455122172853 38.10568198767364, 24.270099377640676 38.10649475873965, 24.2721563589327 38.10384826844528, 24.27622374124667 38.1024458578191, 24.278165743062512 38.10162473741272, 24.280020348535864 38.10053641345644, 24.278953481304143 38.099216066469864)), ((24.28532195762768 38.097428817944234, 24.28210208905726 38.09782084562474, 24.282837933482398 38.099500188294336, 24.28557124592529 38.09901326035052, 24.28532195762768 38.097428817944234)))"
V_SDI_R_AIOLIKA13.36143,36143,Γ-00478,ΠΛΑΣΤΙΚΑ ΚΡΗΤΗΣ ΑΒΕΕ,ΑΔ-00623,ΑΚΡΩΤΗΡΙΟ ΑΓΙΟΥ ΙΩΑΝΝΗ ΔΗΜΟΤΙΚ,ΑΓΙΟΥ ΝΙΚΟΛΑΟΥ,ΑΓΙΟΥ ΝΙΚΟΛΑΟΥ,ΛΑΣΙΘΙΟΥ,ΚΡΗΤΗΣ,ΝΑΙ,4.25,1.3,ΑΔΕΙΑ ΛΕΙΤΟΥΡΓΙΑΣ,ΕΠΟ,2003-05-08,2004-01-27,"MULTIPOLYGON (((25.74727192014643 35.32470162989888, 25.749614721042988 35.326457775456085, 25.752652404342147 35.330713539036324, 25.756259989492467 35.3304442614047, 25.757199420624172 35.331477037535635, 25.758234741167584 35.33449236202252, 25.763293954212173 35.33503360598875, 25.764506622644824 35.33279322939451, 25.761664886852607 35.33081106312354, 25.760602335130308 35.329723949183254, 25.75919164982825 35.328201304759126, 25.758027420960676 35.32731290583369, 25.75751529074391 35.32666077847418, 25.756976122923966 35.32582638747028, 25.756390318583204 35.32469173354185, 25.753278107312465 35.32151125032791, 25.747785855662976 35.32283068993951, 25.74727192014643 35.32470162989888)))"
V_SDI_R_AIOLIKA13.36154,36154,Γ-02311,PROTERGIA A.E.,ΑΔ-01337,ΜΕΓΑΛΟ ΒΟΥΝΟ - ΑΝΕΜΟΜΥΛΟΣ,ΟΡΧΟΜΕΝΟΥ,ΑΚΡΑΙΦΝΙΑΣ,ΒΟΙΩΤΙΑΣ,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΝΑΙ,12,1.3,ΑΔΕΙΑ ΛΕΙΤΟΥΡΓΙΑΣ,ΕΠΟ,2007-06-11,2009-12-15,"MULTIPOLYGON (((23.221465528682142 38.4676005699722, 23.22402385814894 38.468342193702306, 23.22571364677701 38.468680597798375, 23.227788804608938 38.468710245895195, 23.23213573236306 38.470302841217816, 23.235831546423228 38.470131538270515, 23.2393664450322 38.46931228651731, 23.242098371750174 38.46850702123391, 23.24138535184513 38.46704355164582, 23.237723165447587 38.46794566788077, 23.235642874960067 38.46841470329584, 23.232606244759605 38.468577072923644, 23.228978375832128 38.467110890807305, 23.227655149033236 38.46676485760138, 23.22523806872961 38.46654694008265, 23.222192358702273 38.46619394737683, 23.221465528682142 38.4676005699722)))"
V_SDI_R_AIOLIKA13.36227,36227,00129,ΑΙΟΛΙΚΗ ΑΙΓΑΙΟΥ ΑΕ,ΑΔ-00661,ΠΛΑΤΥ ΒΟΥΝΟ/ΤΟΥΡΛΑ/ΚΟΥΤΟΥΠΑ,ΚΥΜΗΣ - ΑΛΙΒΕΡΙΟΥ,ΑΥΛΩΝΟΣ,ΕΥΒΟΙΑΣ,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΝΑΙ,3.6,1.3,ΑΔΕΙΑ ΛΕΙΤΟΥΡΓΙΑΣ,ΕΠΟ,2001-02-16,2004-02-10,"MULTIPOLYGON (((24.18317685557903 38.45522688757443, 24.176270537699303 38.463103517834725, 24.179105820477634 38.4644061890837, 24.185827208816796 38.456505483868824, 24.18317685557903 38.45522688757443)))"
V_SDI_R_AIOLIKA13.36247,36247,00267,ΟΡΓΑΝΙΣΜΟΣ ΑΝΑΠΤΥΞΗΣ ΣΗΤΕΙΑΣ ΑΕ,ΑΔ-00220,ΜΑΡΕ - ΠΕΡΙΟΧΗ ΖΗΡΟΥ,ΣΗΤΕΙΑΣ,ΛΕΥΚΗΣ,ΛΑΣΙΘΙΟΥ,ΚΡΗΤΗΣ,ΝΑΙ,1.2,1.3,ΑΔΕΙΑ ΛΕΙΤΟΥΡΓΙΑΣ,ΕΠΟ,2001-02-19,2001-12-04,"MULTIPOLYGON (((26.187194119265243 35.07980858753259, 26.195668448602905 35.07939963561538, 26.195309073786834 35.07664132296379, 26.193776656891764 35.07677625250301, 26.191359213073376 35.07484297541667, 26.19004791521271 35.07646783414381, 26.192847319754296 35.077724410451836, 26.192738758951094 35.07808517277795, 26.186681219631755 35.078268243186415, 26.187194119265243 35.07980858753259)))"
