FID,id1,aa,company,a_m,thesh,kal_dhm_enothta,kal_perif_enothta,kal_dhmos,power,area_power,katastash_code,katastash_descr,imerominia,imerominia_ekdosis_adeias,geometry
V_SDI_R_PHOTOVOLTAICS13.11269,11269,Γ-02545,ΡΕΗΚΑΠ ΒΙΟΜΗΧΑΝΙΑ ΗΛΕΚΤΡΙΚΩΝ ΗΛΕΚΤΡΟΝΙΚΩΝ ΚΑΙ ΗΛΕΚΤΡΟΜΗΧΑΝΙΚΩΝ ΣΥΣΚΕΥΩΝ ΚΑΙ ΕΞΑΡΤΗΜΑΤΩΝ ΚΑΛΩΔΙΩΝ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ (Δ/.Τ. ΡΕΗΚΑΠ ΑΕ),ΑΔ-01373,ΒΙ.ΠΕ ΞΗΡΟΠΟΤΑΜΟΥ,ΔΡΑΜΑΣ,ΔΡΑΜΑΣ,ΔΡΑΜΑΣ,1.411,20.447,1.3,ΑΔΕΙΑ ΛΕΙΤΟΥΡΓΙΑΣ,2007-06-11,2009-12-15,"MULTIPOLYGON (((24.074347227855412 41.1703164152487, 24.07491913752787 41.17191567514496, 24.076794270655352 41.17153273498194, 24.076508321117817 41.170733194721926, 24.076369013015935 41.17076164584492, 24.076081981016696 41.16996190786148, 24.074347227855412 41.1703164152487)))"
V_SDI_R_PHOTOVOLTAICS13.14200,14200,Γ-02156,ΤΖΑΣΠΕΡ PV ΖΟΥΡΝΑΔΙΑ ΕΝΕΡΓΕΙΑΚΗ ΜΟΝΟΠΡΟΣΩΠΗ ΕΤΑΙΡΕΙΑ ΠΕΡΙΟΡΙΣΜΕΝΗΣ ΕΥΘΥΝΗΣ,ΑΔ-01812,ΖΟΥΡΝΑΔΙΑ 1,ΝΙΚΑΙΑΣ,ΛΑΡΙΣΑΣ,ΚΙΛΕΛΕΡ,4.523,56.948,1.3,ΑΔΕΙΑ ΛΕΙΤΟΥΡΓΙΑΣ,2007-06-11,2010-09-29,"MULTIPOLYGON (((22.454716543607766 39.451370814967724, 22.46091043784533 39.455615562539826, 22.463356192085296 39.45221511101105, 22.456722125030122 39.44896475825032, 22.454716543607766 39.451370814967724)))"
V_SDI_R_PHOTOVOLTAICS13.13703,13703,Γ-02235,SOLAR ΔΟΜΟΚΟΣ ΑΕ,ΑΔ-01976,ΑΝΩ ΑΛΧΑΝΙ ΙI,ΔΟΜΟΚΟΥ,ΦΘΙΩΤΙΔΑΣ,ΔΟΜΟΚΟΥ,1.77,103.402,1.3,ΑΔΕΙΑ ΛΕΙΤΟΥΡΓΙΑΣ,2007-06-11,2010-10-04,"MULTIPOLYGON (((22.330665066925523 39.10714606048497, 22.331525885300476 39.10693312699714, 22.33159130058482 39.10415887518658, 22.331961234615832 39.104164169643546, 22.332545525254538 39.103415659771116, 22.33281311152956 39.1023652617829, 22.335109133346275 39.10258729625937, 22.333048259703496 39.09876448096279, 22.332422869279593 39.09929615761358, 22.331929942845754 39.0996044813352, 22.33166661782191 39.09949258851034, 22.33001319487971 39.100955621356334, 22.329815481884477 39.10149340995465, 22.329704160786477 39.10278029550335, 22.329747292509385 39.10340262790666, 22.331137391434858 39.10624276487607, 22.330665066925523 39.10714606048497)))"
V_SDI_R_PHOTOVOLTAICS13.14229,14229,Γ-02023,ΚΑΡΑΤΖΗΣ ΒΙΟΜΗΧΑΝΙΚΕΣ ΚΑΙ ΞΕΝΟΔΟΧΕΙΑΚΕΣ ΕΠΙΧΕΙΡΗΣΕΙΣ,ΑΔ-01938,ΣΟΥΠΑΣΗ ή ΡΕΖΑ,ΘΗΒΑΙΩΝ,ΒΟΙΩΤΙΑΣ,ΘΗΒΑΙΩΝ,1.998,50.79,1.3,ΑΔΕΙΑ ΛΕΙΤΟΥΡΓΙΑΣ,2007-06-08,2010-10-04,"MULTIPOLYGON (((23.398355205138177 38.27728809196066, 23.398605027206038 38.278201147962896, 23.39870719614831 38.27856667005424, 23.398914409418698 38.27928213735128, 23.3985351635814 38.27936626144191, 23.398494413969157 38.27938587962244, 23.398354980730037 38.27951818638275, 23.398203191068205 38.28020549749003, 23.398228284832147 38.28064209210837, 23.39795604797083 38.28085077236179, 23.397998886318703 38.28104908259903, 23.39806722096309 38.28121976572319, 23.3981547204617 38.28138189529878, 23.398742495836174 38.281204121966276, 23.39848673876242 38.28080113269922, 23.398849901180462 38.280657895812766, 23.399105659780318 38.28106088431048, 23.400157804974484 38.28069469062516, 23.401353043773014 38.28023603037089, 23.40132500637662 38.280169556743665, 23.40070369425103 38.28011717775463, 23.40000791266266 38.280180763564545, 23.399962912430077 38.27964718516621, 23.40053405159929 38.2792517605744, 23.400514864089537 38.2792075923596, 23.401352554840866 38.27918167808114, 23.40135858084458 38.279436396639106, 23.40176860639719 38.279362874626145, 23.40198005783079 38.279133507814414, 23.402170042832175 38.27864961376139, 23.402193745318908 38.27858944217806, 23.402016969819307 38.27828527719038, 23.401720449867632 38.27773554683774, 23.401434060847695 38.2773170866247, 23.401124277626398 38.27706081801579, 23.400291754538408 38.27698960445281, 23.399575792949637 38.277216567991765, 23.39864917870103 38.277283831076126, 23.398355205138177 38.27728809196066)))"
V_SDI_R_PHOTOVOLTAICS13.11658,11658,Γ-02245,ΟΡΙΩΝ ΕΝΕΡΓΕΙΑΚΗ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ ΦΩΤΟΒΟΛΤΑ'Ι'ΚΩΝ ΕΡΓΩΝ,ΑΔ-01426,ΒΙ.ΠΕ. ΠΡΕΒΕΖΑΣ 1,ΠΡΕΒΕΖΗΣ,ΠΡΕΒΕΖΑΣ,ΠΡΕΒΕΖΑΣ,1.994,20.171,1.3,ΑΔΕΙΑ ΛΕΙΤΟΥΡΓΙΑΣ,2007-06-11,2010-01-26,"MULTIPOLYGON (((20.733714024720257 38.98399746246378, 20.735879488285864 38.984005330398375, 20.735886784813584 38.98210902661054, 20.735495937408338 38.98210763058467, 20.733658581305566 38.98208905460118, 20.733714024720257 38.98399746246378)))"
V_SDI_R_PHOTOVOLTAICS13.13985,13985,Γ-01765,ΑΖΙΖ ΑΜΑΝΤΖ ΜΟΝΟΠΡΟΣΩΠΗ ΕΤΑΙΡΕΙΑ ΠΕΡΙΟΡΙΣΜΕΝΗΣ ΕΥΘΥΝΗΣ,ΑΔ-01068,ΜΕΓΑΛΗ ΣΤΕΡΝΑ,ΧΕΡΣΟΥ,ΚΙΛΚΙΣ,ΚΙΛΚΙΣ,0.152,29.837,1.3,ΑΔΕΙΑ ΛΕΙΤΟΥΡΓΙΑΣ,2007-01-29,2007-11-12,"MULTIPOLYGON (((22.738320793413454 41.08268434066838, 22.740677148333123 41.082682285761344, 22.740669401357298 41.08247793734159, 22.73831830899834 41.08247553041737, 22.738320793413454 41.08268434066838)))"
V_SDI_R_PHOTOVOLTAICS13.14095,14095,Γ-01888,ΤΖΙ ΕΝΕΡΓΕΙΑΚΗ ΗΛΕΙΑΣ ΑΕ,ΑΔ-01474,ΚΛΟΚΕΡΗ,ΛΕΧΑΙΝΩΝ,ΗΛΕΙΑΣ,ΑΝΔΡΑΒΙΔΑΣ - ΚΥΛΛΗΝΗΣ,1.8,17.919,1.3,ΑΔΕΙΑ ΛΕΙΤΟΥΡΓΙΑΣ,2007-06-01,2010-02-25,"MULTIPOLYGON (((21.42760407566061 37.918429853405875, 21.427187291267824 37.91816303015306, 21.426817698134347 37.91790642883952, 21.4264110732053 37.91762567830042, 21.42600870813405 37.91733375618981, 21.425660610379964 37.91707744151427, 21.42561029347894 37.917029754705524, 21.42542811467743 37.9172668042877, 21.425285788227047 37.917443903494174, 21.425186189625162 37.917710152979325, 21.42460448899792 37.9180954214349, 21.424686000037866 37.918171634853614, 21.424726002247006 37.918270457388076, 21.425012887657953 37.9184523576796, 21.42519062692319 37.91848292054803, 21.42534648265301 37.918384330841214, 21.42540847282741 37.91838433618399, 21.42575518640879 37.918673961058346, 21.425756485976645 37.91886826092738, 21.4257872917221 37.91899274264227, 21.42584183894151 37.91911486052173, 21.425920314729225 37.91928796217264, 21.426283846528968 37.91925527922125, 21.42654848639798 37.9192076361826, 21.426746154129084 37.919149516589485, 21.427026773106927 37.91903175810219, 21.427345798062884 37.918869424882686, 21.42748194396857 37.91870642496635, 21.42753458630041 37.91851447624398, 21.42760407566061 37.918429853405875)))"
V_SDI_R_PHOTOVOLTAICS13.12286,12286,Γ-03106,ΕΝEL GREEN POWER HELLAS A.E,ΑΔ-01767,ΑΓΡΟΤΕΜΑΧΙΟ 47,ΑΝΘΕΜΟΥΝΤΑ,ΧΑΛΚΙΔΙΚΗΣ,ΠΟΛΥΓΥΡΟΥ,1.366,25.128,1.3,ΑΔΕΙΑ ΛΕΙΤΟΥΡΓΙΑΣ,2007-12-10,2010-09-29,"MULTIPOLYGON (((23.351377000927215 40.46860203059924, 23.35156405083293 40.46864235893226, 23.351722782127084 40.46857315990057, 23.351693397684663 40.4681941701523, 23.351788974926613 40.46814191391726, 23.350298163109393 40.46704526688232, 23.350988026718568 40.46654968785837, 23.350054433254805 40.46572688278993, 23.34890400590177 40.46630274506611, 23.349218007382646 40.46712117178499, 23.349483007123837 40.467358606992576, 23.349627585847635 40.46748473459626, 23.35037013604262 40.46813286756051, 23.350916449204412 40.46864268814432, 23.351147913600048 40.46846822371609, 23.351377000927215 40.46860203059924)))"
V_SDI_R_PHOTOVOLTAICS13.13903,13903,Γ-02247,ΣΟΛΕΛ ΑΧΑΪΑΣ ΕΝΕΡΓΕΙΑΚΗ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ,ΑΔ-02147,ΔΕΝΔΡΙ - ΑΓ. ΑΘΑΝΑΣΙΟΣ,ΟΡΧΟΜΕΝΟΥ,ΒΟΙΩΤΙΑΣ,ΟΡΧΟΜΕΝΟΥ,1.99,47.721,1.3,ΑΔΕΙΑ ΛΕΙΤΟΥΡΓΙΑΣ,2007-06-11,2010-10-20,"MULTIPOLYGON (((23.120731524926065 38.55938749384504, 23.123256918320312 38.55463020453788, 23.122559655238792 38.55439968662461, 23.12226597709558 38.554956214126385, 23.12106576961677 38.554559703748744, 23.118833850328073 38.55876943788672, 23.120731524926065 38.55938749384504)))"
V_SDI_R_PHOTOVOLTAICS13.14110,14110,Γ-02309,ΦΩΤΟΒΟΛΤΑ'Ι'ΚΑ ΧΕΡΣΟΥ ΕΤΑΙΡΕΙΑ ΠΕΡΙΟΡΙΣΜΕΝΗΣ ΕΥΘΥΝΗΣ,ΑΔ-01588,ΧΕΡΣΟ ΒΙΠΕ ΚΙΛΚΙΣ,ΧΕΡΣΟΥ,ΚΙΛΚΙΣ,ΚΙΛΚΙΣ,1.498,19.85,1.3,ΑΔΕΙΑ ΛΕΙΤΟΥΡΓΙΑΣ,2007-06-11,2010-06-02,"MULTIPOLYGON (((22.801099590018808 41.070416456392756, 22.803219071144163 41.07043713850267, 22.80313860986505 41.06992520081522, 22.803053565147643 41.06938385002388, 22.802965752762297 41.06882454486913, 22.801127049687604 41.06880659980241, 22.801117501340386 41.069364983428706, 22.801108279936525 41.06990535482602, 22.801099590018808 41.070416456392756)))"
V_SDI_R_PHOTOVOLTAICS13.11702,11702,Γ-02256,ΑΣΤΡΑΙΟΣ ΕΝΕΡΓΕΙΑΚΗ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ ΦΩΤΟΒΟΛΤΑΪΚΩΝ ΕΡΓΩΝ (Δ.Δ ΑΣΤΡΑΙΟΣ ΕΝΕΡΓΕΙΑΚΗ Α.Ε,ΑΔ-01504,ΒΙ.ΠΕ ΠΕΤΡΑΙΑΣ 2 ΟΤ-11,ΑΝΘΕΜΙΩΝ,ΗΜΑΘΙΑΣ,ΗΡΩΙΚΗΣ ΠΟΛΕΩΣ ΝΑΟΥΣΑΣ,4.48,22.322,1.3,ΑΔΕΙΑ ΛΕΙΤΟΥΡΓΙΑΣ,2007-06-11,2010-03-29,"MULTIPOLYGON (((22.108291597837038 40.7123722312884, 22.10969520857623 40.71228515448523, 22.109547428733826 40.71090578843693, 22.110117469177947 40.71087044577428, 22.110034393784936 40.71009521770587, 22.110472206126087 40.710068066770724, 22.11018363821563 40.70737529731415, 22.109538449387404 40.706653647420524, 22.10946712061751 40.706697968832984, 22.107914624891194 40.7077583374089, 22.107855275110904 40.70781429421707, 22.10783126727473 40.707855336884975, 22.10781842307253 40.70789926495136, 22.10781726932747 40.70794419540101, 22.108291597837038 40.7123722312884)))"
V_SDI_R_PHOTOVOLTAICS13.12426,12426,Γ-01873,GOLDEN SOLAR AE,ΑΔ-01281,ΖΑΡΚΟΚΑΛΥΒΑ,ΓΥΘΕΙΟΥ,ΛΑΚΩΝΙΑΣ,ΑΝΑΤΟΛΙΚΗΣ ΜΑΝΗΣ,1.976,19.566,1.3,ΑΔΕΙΑ ΛΕΙΤΟΥΡΓΙΑΣ,2007-04-10,2009-08-25,"MULTIPOLYGON (((22.51420555976525 36.76928594667555, 22.51451566075733 36.76946162404849, 22.514771188484005 36.76960299748908, 22.514951395467982 36.76969944237337, 22.51506960311464 36.769745717007616, 22.51518677686947 36.769781702799904, 22.51519937196291 36.769785105009426, 22.51531648704697 36.769800898856815, 22.51535779708583 36.76979681736662, 22.51521767412948 36.76969591579204, 22.515026402863697 36.7695805843223, 22.5148715493789 36.76944182044709, 22.514620667459756 36.76930356995223, 22.514322844875146 36.76913029967227, 22.514069233078757 36.768936218031904, 22.513914029528134 36.76881574672354, 22.513819728048603 36.76876742602187, 22.51354078294331 36.768574108427714, 22.513319953720558 36.7684521853138, 22.513201193291547 36.76836506918825, 22.513120946213995 36.76821560762015, 22.513117459802487 36.76802483039675, 22.513110278913334 36.7678513136343, 22.513110903192317 36.767592713279235, 22.51297622670012 36.767314574189, 22.512802814147427 36.76714519888347, 22.512667069428485 36.76702686215374, 22.51259138939327 36.76691369311415, 22.512599708696563 36.76668601642178, 22.512579638565896 36.766507020253165, 22.51256001741143 36.76623518673365, 22.51250667671379 36.76606758271115, 22.512459629439256 36.76581199175362, 22.51248882869031 36.76550678633825, 22.512510028039824 36.76537211362907, 22.512620240757123 36.76515905146681, 22.512650951006414 36.764885774003915, 22.512553265863957 36.76454310678346, 22.51242174588381 36.76451369947341, 22.5123317231094 36.76450518234261, 22.512145061710516 36.764465260012166, 22.51202023693326 36.76442566017296, 22.511875931836464 36.76438536582533, 22.511752411901277 36.76435362410642, 22.511651707780505 36.764318111469365, 22.51162620565638 36.76432175851167, 22.511601589519323 36.76434912314065, 22.51154884276293 36.764516121363215, 22.511292765189868 36.764867973755656, 22.511138570642917 36.764979889317424, 22.512671615415634 36.7683053572394, 22.512741211673347 36.76830433447736, 22.51286612835494 36.768339517951055, 22.51302230529866 36.7684384596127, 22.51334764193287 36.76865453233434, 22.51337897272078 36.76867403330606, 22.513654740985142 36.768881012674896, 22.513749741652735 36.76895115582496, 22.514020301884496 36.76916104386569, 22.51420555976525 36.76928594667555)))"
V_SDI_R_PHOTOVOLTAICS13.11339,11339,Γ-01869,KRONOS SUN ENERGY AE,ΑΔ-01157,ΠΑΠΑΔΙΕΣ,"ΜΕΝΗΙΔΟΣ,ΣΚΥΔΡΑΣ",ΠΕΛΛΑΣ,ΣΚΥΔΡΑΣ,1.65,39.085,1.3,ΑΔΕΙΑ ΛΕΙΤΟΥΡΓΙΑΣ,2007-04-10,2008-12-11,"MULTIPOLYGON (((22.15966210006432 40.79802825460874, 22.162846330658436 40.79619118165366, 22.162520342378457 40.79586485224068, 22.16269304897338 40.795765211342186, 22.162139055220322 40.795210981771454, 22.162330565094674 40.7951033898172, 22.16173980683521 40.7944668898398, 22.161554496669748 40.7944589373892, 22.159949782843054 40.79575615745313, 22.16001830585462 40.795858678324905, 22.15875161575943 40.796882651851305, 22.158890031593323 40.79703636331363, 22.15966210006432 40.79802825460874)))"
V_SDI_R_PHOTOVOLTAICS13.13073,13073,Γ-02124,ΤΖΑΣΠΕΡ ΑΙΟΛΙΚΗ ΕΛΛΑΔΟΣ ΑΕ - PV 1 ΑΝΩΝΥΜΗ ΕΝΕΡΓΕΙΑΚΗ ΕΤΑΙΡΕΙΑ,ΑΔ-01803,ΖΟΥΡΝΑΔΙΑ 2,ΝΙΚΑΙΑΣ,ΛΑΡΙΣΑΣ,ΚΙΛΕΛΕΡ,1.975,50.819,1.3,ΑΔΕΙΑ ΛΕΙΤΟΥΡΓΙΑΣ,2007-06-11,2010-09-29,"MULTIPOLYGON (((22.46245207498589 39.4552755438251, 22.466550068669466 39.45760917848066, 22.467467950019092 39.45550393732414, 22.46431980969949 39.453318032215506, 22.46245207498589 39.4552755438251)))"
V_SDI_R_PHOTOVOLTAICS13.13692,13692,Γ-02540,UTILITAS SOLARIS ΕΦΑΡΜΟΓΕΣ ΣΥΣΤΗΜΑΤΩΝ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ (Δ.Τ. UTILITAS SOLARIS AE),ΑΔ-01533,ΦΡΑΓΚΙΑΤΟΥΛΑ,ΤΡΑΓΑΝΟΥ,ΗΛΕΙΑΣ,ΠΗΝΕΙΟΥ,4.866,21.435,1.3,ΑΔΕΙΑ ΛΕΙΤΟΥΡΓΙΑΣ,2007-06-11,2010-05-03,"MULTIPOLYGON (((21.339963750700623 37.91282210501709, 21.340035696326467 37.91286445997763, 21.34038289283259 37.91281797757449, 21.340600509781247 37.913100874919905, 21.340814640060614 37.913357472228924, 21.341037169343902 37.91363669540647, 21.341543982206886 37.914302771234034, 21.341637961815533 37.91448817080629, 21.341718197985383 37.914622530062715, 21.34175192781205 37.91469024108391, 21.341797385465494 37.91487130006057, 21.341865179798898 37.91500375611813, 21.341980755093086 37.91516117002413, 21.342015613192558 37.9152480990268, 21.342036053823694 37.91537533996358, 21.342048003451442 37.91561204788735, 21.342048950189533 37.91581318564152, 21.342100924532208 37.91597123454893, 21.342204422299066 37.91628407829269, 21.34246024688614 37.91640023874468, 21.342644561214783 37.91649342788158, 21.342862673293894 37.91675993309441, 21.34314563378413 37.91702285690806, 21.34333894641336 37.917311687949535, 21.343516506350504 37.91756736433707, 21.34363043900219 37.917761142357044, 21.343773204674065 37.91801341944088, 21.343899090233876 37.91819431169798, 21.344080398617617 37.91833960208217, 21.344188423392723 37.91840998129574, 21.344320852565488 37.91846595388522, 21.344544239440793 37.91854506479412, 21.34477768722778 37.91859746075369, 21.344795667845478 37.91850550812605, 21.344826447846188 37.918405554704854, 21.34486618603269 37.918265255845135, 21.34476615262692 37.91795690772631, 21.34464770524497 37.9175723647124, 21.344604106582953 37.917358369981706, 21.344493236535097 37.91708572922795, 21.344390437211377 37.916787950836174, 21.344333316025605 37.91639343881962, 21.34438741616008 37.91571481108945, 21.34449025164848 37.91517370401054, 21.34431107036239 37.91499476270528, 21.344040694726232 37.91469193861869, 21.34385809971273 37.91447201145818, 21.34351849896402 37.91415870238026, 21.34322104231501 37.913837423836995, 21.34298510629647 37.91368080631327, 21.34267519360503 37.91347503116818, 21.342134497632234 37.913396135602056, 21.342096550089718 37.91321812982356, 21.3420293522854 37.91305333933855, 21.34173976864317 37.913107526244964, 21.341551729906534 37.91307696532528, 21.34140225623386 37.913014567379946, 21.34116871727894 37.91287367889532, 21.340988211571123 37.912687674462816, 21.340991226370193 37.912512396509605, 21.340962220796317 37.912411452889096, 21.34085307347992 37.91224310031545, 21.340771263160498 37.91218096984078, 21.340717477267898 37.912060723872195, 21.340678117864332 37.912032531881565, 21.340588847669878 37.911994381003, 21.340362568105057 37.911970973000024, 21.340059326210167 37.911962403574684, 21.33961548568104 37.911916683363756, 21.339788130569108 37.912166036715625, 21.33995764667208 37.9124170310742, 21.339998645841664 37.91255122492386, 21.33999883899443 37.91270053476207, 21.339963750700623 37.91282210501709)))"
V_SDI_R_PHOTOVOLTAICS13.11672,11672,Γ-02810,ΣΙΛΣΙΟ ΚΑΤΑΣΚΕΥΕΣ ΕΡΓΩΝ ΑΠΕ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ (δ.τ. SILCIO AE),ΑΔ-01955,ΜΠΡΕΓΟ (Δ.Δ. ΛΕΠΤΟΚΑΡΥΕΣ),ΠΕΡΑΣΜΑΤΟΣ,ΦΛΩΡΙΝΑΣ,ΦΛΩΡΙΝΑΣ,1.971,23.309,1.3,ΑΔΕΙΑ ΛΕΙΤΟΥΡΓΙΑΣ,2007-08-10,2010-10-04,"MULTIPOLYGON (((21.503741320630432 40.749200174181645, 21.50463797897799 40.74897637811287, 21.504837654376427 40.74807096122835, 21.50513883581862 40.747618103846875, 21.505134632177036 40.74678033481478, 21.505431037858912 40.746138220080944, 21.50569002161992 40.74427931046984, 21.504592545468753 40.74417450872352, 21.504138570470786 40.746812831209716, 21.50461057748761 40.74685907216555, 21.504389540552705 40.74738572047228, 21.50403216569106 40.747441039230104, 21.503741320630432 40.749200174181645)))"
V_SDI_R_PHOTOVOLTAICS13.12031,12031,Γ-02705,Φ. ΘΕΟΠΟΥΛΟΥ ΕΝΕΡΓΕΙΑΚΗ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ (δ.τ. LARUS ΕΝΕΡΓΕΙΑΚΗ ΑΕ),ΑΔ-02150,ΠΟΤΕΙΣΙΩΝΑ,ΤΑΝΑΓΡΑΣ,ΒΟΙΩΤΙΑΣ,ΤΑΝΑΓΡΑΣ,4.814,22.83,1.3,ΑΔΕΙΑ ΛΕΙΤΟΥΡΓΙΑΣ,2007-08-10,2010-10-20,"MULTIPOLYGON (((23.412440039645045 38.29627781767043, 23.412485199781308 38.29635014212285, 23.412530650653903 38.29638641887027, 23.412873494377866 38.296415172019906, 23.41376567248626 38.29639259675245, 23.413602337366093 38.295373392035394, 23.414471559686575 38.29535970890088, 23.414329565827664 38.29452986958161, 23.414253359649056 38.29405183777967, 23.415121915123773 38.29411925705754, 23.415773278647332 38.294176576251836, 23.416596169081572 38.29423474492038, 23.41789812147292 38.2930155402901, 23.418151709569493 38.29133149918893, 23.418167029540406 38.29084491118326, 23.4166214929354 38.29107155600696, 23.416505704206898 38.29125122610432, 23.4159300022886 38.29174403768541, 23.415802992818517 38.291896614317444, 23.41577983444986 38.2919325481749, 23.415779689953027 38.291950572042886, 23.415767171505333 38.29208569410961, 23.415786573021943 38.29251838079696, 23.415751546131638 38.292608329299995, 23.41570530111893 38.29267118504411, 23.41568221471371 38.29269810694249, 23.415647765740726 38.29271595994964, 23.415601881932247 38.2927337559882, 23.415544563280186 38.29275149504462, 23.415487244600527 38.29276923407276, 23.415407128536675 38.2927778471869, 23.415292563353862 38.292804313147705, 23.41523517225468 38.292831063983485, 23.415142897965108 38.292929739236584, 23.41508536203868 38.292974513859946, 23.415050478741982 38.29304643827572, 23.415004305192507 38.293100281800726, 23.41495805922134 38.29316313723729, 23.414865494673286 38.29329785998228, 23.414738480238796 38.2934504353817, 23.414658001387505 38.2935041076258, 23.414520202872126 38.29357551835949, 23.414095805499716 38.29373562089386, 23.4138196987625 38.293941524348625, 23.413257279171845 38.294200069312865, 23.41308495505228 38.29429834253594, 23.412832003996442 38.294468310314834, 23.412786045780294 38.294495117157574, 23.412659969236408 38.29453053519928, 23.412213491698218 38.29459138515439, 23.412178968286813 38.294618249047225, 23.412167315073045 38.294645227523844, 23.41215558914684 38.294681217923014, 23.412440039645045 38.29627781767043)))"
V_SDI_R_PHOTOVOLTAICS13.13137,13137,Γ-01833,QUEST SOLAR AND ENVIRONMENTAL TECHNOLOGIES,ΑΔ-01368,ΡΕΒΕΝΙΑ,ΘΗΒΑΙΩΝ,ΒΟΙΩΤΙΑΣ,ΘΗΒΑΙΩΝ,7.5,31.015,1.3,ΑΔΕΙΑ ΛΕΙΤΟΥΡΓΙΑΣ,2007-04-04,2009-12-15,"MULTIPOLYGON (((23.334962532158986 38.38033385500159, 23.339437480966012 38.38020180255119, 23.33923486746767 38.38093691554495, 23.341200476460614 38.38113101396637, 23.341088636517522 38.38169445447428, 23.3428750533574 38.3816888632778, 23.342900495104026 38.38123306430792, 23.343537341545158 38.38124337314478, 23.343511903788336 38.38169917228786, 23.344910360414712 38.38171042858728, 23.34491487673926 38.38125407962763, 23.344757091561636 38.38005892842794, 23.344732259316245 38.379778368168544, 23.34469426659679 38.3792522438602, 23.342724710131787 38.37916492165462, 23.342434021757622 38.379158875646574, 23.342417346602055 38.37962240217545, 23.339413447329356 38.37971103783364, 23.339352452306766 38.379102465512105, 23.339239413972393 38.37911424718772, 23.33915995830837 38.37851779111372, 23.338933617000674 38.376979081418646, 23.333853493401957 38.377610402039366, 23.333992993348946 38.378402252272004, 23.335170092520666 38.37828588162416, 23.33543549152419 38.37975436258476, 23.334933937019922 38.37979814716236, 23.334962532158986 38.38033385500159)))"
V_SDI_R_PHOTOVOLTAICS13.12540,12540,Γ-02778,ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ ΦΩΤΟΒΟΛΤΑΪΚΩΝ ΓΕΝΙΣΕΑ Α.Ε (Δ.Τ.ΓΕΝΙΣΕΑ Α.Ε),ΑΔ-02034,ΣΥΔΙΝΗ,ΒΙΣΤΩΝΙΔΟΣ,ΞΑΝΘΗΣ,ΑΒΔΗΡΩΝ,2.978,54.076,1.3,ΑΔΕΙΑ ΛΕΙΤΟΥΡΓΙΑΣ,2007-08-10,2010-10-14,"MULTIPOLYGON (((25.034020871904765 41.08322363899246, 25.037425651282636 41.083220057440855, 25.037517633566864 41.080742073512, 25.037528686583123 41.08068792694113, 25.037296017765375 41.08027566105203, 25.03717869777953 41.07962815251342, 25.037181689398366 41.07830397256089, 25.037987088184508 41.07804450045552, 25.038782563413765 41.077911222016, 25.03881827052373 41.077910900104214, 25.03899623874054 41.07787326411646, 25.038994394943426 41.07775617876042, 25.036416112683938 41.078067649387826, 25.03399351143347 41.07833183742435, 25.034017617788997 41.08073750425853, 25.034020871904765 41.08322363899246)))"
